Armas_Medios,Departamento,Municipio,Fecha_Hecho,Genero,Edad_Persona,Codigo_Dane,Delitos,Mes,Cantidad,Trimestre,Dia_Semana,Año,Categoria_Delito
Sin Empleo De Armas,Cundinamarca,Madrid,2026-01-19,Femenino,Adultos,25430,Artículo 239. Hurto Personas,1,1,1,0,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-01-19,Masculino,Adultos,25430,Artículo 239. Hurto Personas,1,1,1,0,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2026-01-19,Masculino,Adultos,25430,Artículo 239. Hurto Personas,1,1,1,0,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-01-19,Masculino,Adolescentes,25473,Artículo 239. Hurto Personas,1,1,1,0,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2026-01-18,Femenino,Adolescentes,25286,Artículo 239. Hurto Personas,1,1,1,6,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-01-19,Masculino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,0,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2026-01-19,Femenino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,0,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-01-15,Femenino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,3,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-01-20,Femenino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,1,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-01-06,Masculino,Adolescentes,25473,Artículo 239. Hurto Personas,1,1,1,1,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-01-06,Femenino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,1,2026,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2026-01-11,Femenino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,6,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-01-08,Masculino,Adolescentes,25473,Artículo 239. Hurto Personas,1,1,1,3,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-01-20,Femenino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,1,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2026-01-09,Masculino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,4,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2026-01-13,Masculino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,1,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2026-01-06,Masculino,Adolescentes,25430,Artículo 239. Hurto Personas,1,1,1,1,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-01-06,Masculino,Adultos,25430,Artículo 239. Hurto Personas,1,1,1,1,2026,Hurto Personas
Contundentes,Cundinamarca,Madrid,2026-01-12,Masculino,Adultos,25430,Artículo 239. Hurto Personas,1,1,1,0,2026,Hurto Personas
Arma De Fuego,Cundinamarca,Madrid,2026-01-04,Masculino,Adultos,25430,Artículo 239. Hurto Personas,1,1,1,6,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2026-01-13,Masculino,Adultos,25430,Artículo 239. Hurto Personas,1,1,1,1,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-01-10,Masculino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,5,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-01-09,Femenino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,4,2026,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2026-01-12,Femenino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,0,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-01-11,Masculino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,6,2026,Hurto Personas
Arma De Fuego,Cundinamarca,Madrid,2026-01-13,Masculino,Adultos,25430,Artículo 239. Hurto Personas,1,1,1,1,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-01-12,Masculino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,0,2026,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2026-01-10,Femenino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,5,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-01-12,Femenino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,0,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-01-11,Masculino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,6,2026,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2026-01-11,Masculino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,6,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2026-01-05,Masculino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,0,2026,Hurto Personas
Arma De Fuego,Cundinamarca,Funza,2026-01-13,Masculino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,1,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2026-01-15,Masculino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,3,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-01-03,Femenino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,5,2026,Hurto Personas
Arma De Fuego,Cundinamarca,Funza,2026-01-15,Masculino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,3,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-01-14,Femenino,Adultos,25430,Artículo 239. Hurto Personas,1,1,1,2,2026,Hurto Personas
Arma De Fuego,Cundinamarca,Funza,2026-01-11,Masculino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,6,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-01-16,Femenino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,4,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-01-16,Masculino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,4,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2026-01-12,Femenino,Adultos,25430,Artículo 239. Hurto Personas,1,1,1,0,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-01-10,Masculino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,5,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-01-17,Femenino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,5,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2026-01-06,Masculino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,1,2026,Hurto Personas
Arma De Fuego,Cundinamarca,Funza,2026-01-07,Masculino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,2,2026,Hurto Personas
Contundentes,Cundinamarca,Funza,2026-01-07,Femenino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,2,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2026-01-07,Masculino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,2,2026,Hurto Personas
Contundentes,Cundinamarca,Mosquera,2026-01-04,Masculino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,6,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-01-06,Masculino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,1,2026,Hurto Personas
Arma De Fuego,Cundinamarca,Madrid,2026-01-05,Masculino,Adultos,25430,Artículo 239. Hurto Personas,1,1,1,0,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-01-05,Masculino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,0,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-01-03,Masculino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,5,2026,Hurto Personas
Contundentes,Cundinamarca,Mosquera,2026-01-03,Masculino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,5,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2026-01-02,Masculino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,4,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-01-02,Masculino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,4,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-01-01,Masculino,Adultos,25430,Artículo 239. Hurto Personas,1,1,1,3,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-01-13,Masculino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,1,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-01-10,Femenino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,5,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-01-09,Femenino,Adultos,25430,Artículo 239. Hurto Personas,1,1,1,4,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-01-01,Femenino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,3,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-01-03,Masculino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,5,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2026-01-04,Femenino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,6,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2026-01-01,Masculino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,3,2026,Hurto Personas
Arma De Fuego,Cundinamarca,Madrid,2026-01-02,Masculino,Adultos,25430,Artículo 239. Hurto Personas,1,1,1,4,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-01-14,Femenino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,2,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-01-09,Masculino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,4,2026,Hurto Personas
Contundentes,Cundinamarca,Funza,2026-01-12,Masculino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,0,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-01-06,Masculino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,1,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-01-08,Masculino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,3,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2026-01-09,Femenino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,4,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2026-01-07,Femenino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,2,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-01-08,Masculino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,3,2026,Hurto Personas
Contundentes,Cundinamarca,Mosquera,2026-01-08,Femenino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,3,2026,Hurto Personas
Arma De Fuego,Cundinamarca,Funza,2026-01-08,Masculino,Adultos,25286,Artículo 239. Hurto Personas,1,1,1,3,2026,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2026-01-07,Masculino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,2,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-01-01,Masculino,Adultos,25473,Artículo 239. Hurto Personas,1,1,1,3,2026,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-01,Femenino,Adultos,25430,Artículo 239. Hurto Residencias,2,1,1,6,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Madrid,2026-03-03,Masculino,Adultos,25430,Artículo 239. Hurto Residencias,3,1,1,1,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-26,Masculino,Adultos,25430,Artículo 239. Hurto Residencias,2,1,1,3,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Madrid,2026-03-08,Femenino,Adultos,25430,Artículo 239. Hurto Residencias,3,1,1,6,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-03-03,Femenino,Adultos,25473,Artículo 239. Hurto Residencias,3,1,1,1,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-03-09,Masculino,Adultos,25473,Artículo 239. Hurto Residencias,3,1,1,0,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Funza,2026-03-06,Femenino,Adultos,25286,Artículo 239. Hurto Residencias,3,1,1,4,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Madrid,2026-01-04,Femenino,Adultos,25430,Artículo 239. Hurto Residencias,1,1,1,6,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-03-11,Femenino,Adultos,25473,Artículo 239. Hurto Residencias,3,1,1,2,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-03-10,Masculino,Adultos,25473,Artículo 239. Hurto Residencias,3,1,1,1,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Madrid,2026-03-11,Masculino,Adultos,25430,Artículo 239. Hurto Residencias,3,1,1,2,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-20,Masculino,Adultos,25430,Artículo 239. Hurto Residencias,2,1,1,4,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Madrid,2026-03-17,Femenino,Adultos,25430,Artículo 239. Hurto Residencias,3,1,1,1,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Madrid,2026-03-16,Femenino,Adultos,25430,Artículo 239. Hurto Residencias,3,1,1,0,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Funza,2026-03-18,Masculino,Adultos,25286,Artículo 239. Hurto Residencias,3,1,1,2,2026,Hurto Residencias
No Reportado,Cundinamarca,Mosquera,2026-03-18,Masculino,Adultos,25473,Artículo 239. Hurto Residencias,3,1,1,2,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-03-19,Femenino,Adultos,25473,Artículo 239. Hurto Residencias,3,1,1,3,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Madrid,2026-03-25,Femenino,Adultos,25430,Artículo 239. Hurto Residencias,3,1,1,2,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-03-25,Femenino,Adultos,25473,Artículo 239. Hurto Residencias,3,1,1,2,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Madrid,2026-03-12,Masculino,Adultos,25430,Artículo 239. Hurto Residencias,3,1,1,3,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Madrid,2026-03-28,Femenino,Adultos,25430,Artículo 239. Hurto Residencias,3,1,1,5,2026,Hurto Residencias
Arma De Fuego,Cundinamarca,Madrid,2026-03-19,Femenino,Adultos,25430,Artículo 239. Hurto Residencias,3,1,1,3,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-03-24,Femenino,Adultos,25473,Artículo 239. Hurto Residencias,3,1,1,1,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Madrid,2026-03-07,Masculino,Adultos,25430,Artículo 239. Hurto Residencias,3,1,1,5,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Funza,2026-03-28,Femenino,Adultos,25286,Artículo 239. Hurto Residencias,3,1,1,5,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-03-27,Femenino,Adultos,25473,Artículo 239. Hurto Residencias,3,1,1,4,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Funza,2026-03-27,Masculino,Adultos,25286,Artículo 239. Hurto Residencias,3,1,1,4,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-03-28,Femenino,Adultos,25473,Artículo 239. Hurto Residencias,3,1,1,5,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-03,Masculino,Adultos,25473,Artículo 239. Hurto Residencias,2,1,1,1,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-03,Masculino,Adultos,25430,Artículo 239. Hurto Residencias,2,1,1,1,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-05,Femenino,Adultos,25286,Artículo 239. Hurto Residencias,2,1,1,3,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-04,Masculino,Adultos,25473,Artículo 239. Hurto Residencias,2,1,1,2,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-07,Femenino,Adultos,25286,Artículo 239. Hurto Residencias,2,1,1,5,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-04,Femenino,Adultos,25473,Artículo 239. Hurto Residencias,2,1,1,2,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-11,Masculino,Adultos,25286,Artículo 239. Hurto Residencias,2,1,1,2,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-14,Masculino,Adultos,25286,Artículo 239. Hurto Residencias,2,1,1,5,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-11,Femenino,Adultos,25286,Artículo 239. Hurto Residencias,2,1,1,2,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-15,Femenino,Adultos,25286,Artículo 239. Hurto Residencias,2,1,1,6,2026,Hurto Residencias
Contundentes,Cundinamarca,Madrid,2026-02-09,Femenino,Adultos,25430,Artículo 239. Hurto Residencias,2,1,1,0,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-13,Masculino,Adultos,25430,Artículo 239. Hurto Residencias,2,1,1,4,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-15,Masculino,Adultos,25430,Artículo 239. Hurto Residencias,2,1,1,6,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-17,Femenino,Adultos,25430,Artículo 239. Hurto Residencias,2,1,1,1,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-21,Masculino,Adultos,25286,Artículo 239. Hurto Residencias,2,1,1,5,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-17,Masculino,Adolescentes,25473,Artículo 239. Hurto Residencias,2,1,1,1,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-21,Femenino,Adultos,25473,Artículo 239. Hurto Residencias,2,1,1,5,2026,Hurto Residencias
Escopolamina,Cundinamarca,Mosquera,2026-02-27,Masculino,Adultos,25473,Artículo 239. Hurto Residencias,2,1,1,4,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-17,Masculino,Adultos,25286,Artículo 239. Hurto Residencias,2,1,1,1,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Funza,2026-01-05,Masculino,Adultos,25286,Artículo 239. Hurto Residencias,1,1,1,0,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-01-06,Masculino,Adultos,25473,Artículo 239. Hurto Residencias,1,1,1,1,2026,Hurto Residencias
Arma De Fuego,Cundinamarca,Madrid,2026-01-09,Masculino,Adultos,25430,Artículo 239. Hurto Residencias,1,1,1,4,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-01-05,Masculino,Adultos,25473,Artículo 239. Hurto Residencias,1,1,1,0,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Madrid,2026-01-04,Masculino,Adultos,25430,Artículo 239. Hurto Residencias,1,1,1,6,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Funza,2026-01-06,Femenino,Adultos,25286,Artículo 239. Hurto Residencias,1,1,1,1,2026,Hurto Residencias
Palancas,Cundinamarca,Funza,2026-01-09,Masculino,Adultos,25286,Artículo 239. Hurto Residencias,1,1,1,4,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Funza,2026-01-09,Masculino,Adultos,25286,Artículo 239. Hurto Residencias,1,1,1,4,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Madrid,2026-01-07,Femenino,Adultos,25430,Artículo 239. Hurto Residencias,1,1,1,2,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-01-10,Masculino,Adultos,25473,Artículo 239. Hurto Residencias,1,1,1,5,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Funza,2026-01-09,Femenino,Adultos,25286,Artículo 239. Hurto Residencias,1,1,1,4,2026,Hurto Residencias
Escopolamina,Cundinamarca,Madrid,2026-01-16,Masculino,Adultos,25430,Artículo 239. Hurto Residencias,1,1,1,4,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-01-19,Masculino,Adolescentes,25473,Artículo 239. Hurto Residencias,1,1,1,0,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Madrid,2026-01-15,Masculino,Adultos,25430,Artículo 239. Hurto Residencias,1,1,1,3,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-01-15,Masculino,Adultos,25473,Artículo 239. Hurto Residencias,1,1,1,3,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Funza,2026-01-25,Masculino,Adultos,25286,Artículo 239. Hurto Residencias,1,1,1,6,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Madrid,2026-01-15,Femenino,Adultos,25430,Artículo 239. Hurto Residencias,1,1,1,3,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Funza,2026-01-23,Masculino,Adultos,25286,Artículo 239. Hurto Residencias,1,1,1,4,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-01-09,Femenino,Adultos,25473,Artículo 239. Hurto Residencias,1,1,1,4,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Madrid,2026-01-28,Masculino,Adultos,25430,Artículo 239. Hurto Residencias,1,1,1,2,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Funza,2026-01-30,Femenino,Adultos,25286,Artículo 239. Hurto Residencias,1,1,1,4,2026,Hurto Residencias
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-04,Masculino,Adultos,25473,Artículo 239. Hurto Entidades Comerciales,2,1,1,2,2026,Hurto Comercios
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-03-09,Masculino,Adultos,25473,Artículo 239. Hurto Entidades Comerciales,3,1,1,0,2026,Hurto Comercios
Sin Empleo De Armas,Cundinamarca,Madrid,2026-03-05,Masculino,Adultos,25430,Artículo 239. Hurto Entidades Comerciales,3,1,1,3,2026,Hurto Comercios
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-01,Masculino,Adultos,25286,Artículo 239. Hurto Entidades Comerciales,2,1,1,6,2026,Hurto Comercios
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-02-12,Masculino,Adultos,25473,Artículo 239. Hurto Entidades Comerciales,2,1,1,3,2026,Hurto Comercios
Sin Empleo De Armas,Cundinamarca,Madrid,2026-03-24,Masculino,Adultos,25430,Artículo 239. Hurto Entidades Comerciales,3,1,1,1,2026,Hurto Comercios
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-03-01,Masculino,Adultos,25473,Artículo 239. Hurto Entidades Comerciales,3,1,1,6,2026,Hurto Comercios
Sin Empleo De Armas,Cundinamarca,Funza,2026-03-21,Masculino,Adultos,25286,Artículo 239. Hurto Entidades Comerciales,3,1,1,5,2026,Hurto Comercios
Sin Empleo De Armas,Cundinamarca,Madrid,2026-03-17,Masculino,Adultos,25430,Artículo 239. Hurto Entidades Comerciales,3,1,1,1,2026,Hurto Comercios
Sin Empleo De Armas,Cundinamarca,Madrid,2026-03-31,Masculino,Adultos,25430,Artículo 239. Hurto Entidades Comerciales,3,1,1,1,2026,Hurto Comercios
Sin Empleo De Armas,Cundinamarca,Funza,2026-03-31,Masculino,Adultos,25286,Artículo 239. Hurto Entidades Comerciales,3,1,1,1,2026,Hurto Comercios
Sin Empleo De Armas,Cundinamarca,Funza,2026-01-24,Masculino,Adultos,25286,Artículo 239. Hurto Entidades Comerciales,1,1,1,5,2026,Hurto Comercios
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-01-28,Masculino,Adultos,25473,Artículo 239. Hurto Entidades Comerciales,1,1,1,2,2026,Hurto Comercios
Sin Empleo De Armas,Cundinamarca,Funza,2026-01-26,Masculino,Adultos,25286,Artículo 239. Hurto Entidades Comerciales,1,1,1,0,2026,Hurto Comercios
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-02,Masculino,Adultos,25286,Artículo 239. Hurto Entidades Comerciales,2,1,1,0,2026,Hurto Comercios
Sin Empleo De Armas,Cundinamarca,Funza,2026-02-20,Masculino,Adultos,25286,Artículo 239. Hurto Entidades Comerciales,2,1,1,4,2026,Hurto Comercios
Sin Empleo De Armas,Cundinamarca,Madrid,2026-01-16,Masculino,Adultos,25430,Artículo 239. Hurto Entidades Comerciales,1,1,1,4,2026,Hurto Comercios
Sin Empleo De Armas,Cundinamarca,Madrid,2026-01-12,Masculino,Adultos,25430,Artículo 239. Hurto Entidades Comerciales,1,1,1,0,2026,Hurto Comercios
Sin Empleo De Armas,Cundinamarca,Funza,2026-01-09,Masculino,Adultos,25286,Artículo 239. Hurto Entidades Comerciales,1,1,1,4,2026,Hurto Comercios
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-01-19,Masculino,Adultos,25473,Artículo 239. Hurto Entidades Comerciales,1,1,1,0,2026,Hurto Comercios
Sin Empleo De Armas,Cundinamarca,Madrid,2026-01-18,Masculino,Adultos,25430,Artículo 239. Hurto Entidades Comerciales,1,1,1,6,2026,Hurto Comercios
Sin Empleo De Armas,Cundinamarca,Funza,2026-01-16,Masculino,Adultos,25286,Artículo 239. Hurto Entidades Comerciales,1,1,1,4,2026,Hurto Comercios
Sin Empleo De Armas,Cundinamarca,Funza,2026-01-06,Masculino,Adultos,25286,Artículo 239. Hurto Entidades Comerciales,1,1,1,1,2026,Hurto Comercios
Sin Empleo De Armas,Cundinamarca,Mosquera,2026-03-22,Femenino,Adultos,25473,Artículo 243. Abigeato,3,1,1,6,2026,Otro
Llamada Telefonica,Cundinamarca,Mosquera,2026-01-04,Masculino,Adultos,25473,Artículo 244. Extorsión,1,1,1,6,2026,Extorsion
Llamada Telefonica,Cundinamarca,Mosquera,2026-01-06,Femenino,Adultos,25473,Artículo 244. Extorsión,1,1,1,1,2026,Extorsion
Llamada Telefonica,Cundinamarca,Madrid,2026-01-19,Femenino,Adultos,25430,Artículo 244. Extorsión,1,1,1,0,2026,Extorsion
Sin Empleo De Armas,Cundinamarca,Madrid,2026-02-01,Masculino,Adultos,25430,Artículo 244. Extorsión,2,1,1,6,2026,Extorsion
