Armas_Medios;Departamento;Municipio;Fecha_Hecho;Genero;Edad_Persona;Codigo_Dane;Delitos;Mes;Cantidad
No Reportado;Cundinamarca;Mosquera;18/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;17/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
No Reportado;Cundinamarca;Mosquera;18/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;5/04/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;21/05/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;16/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;21/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;20/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;19/05/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Arma De Fuego;Cundinamarca;Mosquera;2/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;12/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;15/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;14/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;11/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;11/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;11/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;17/05/2024;Femenino;Adolescentes;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;9/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;12/05/2024;Masculino;Adolescentes;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;16/05/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;10/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;17/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;12/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;17/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;6/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;5/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;7/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Funza;4/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Funza;7/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;8/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;2/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;7/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Mosquera;6/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;7/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;7/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;8/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Funza;8/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;8/05/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;16/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Contundentes;Cundinamarca;Mosquera;8/05/2024;Femenino;Adolescentes;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;15/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;9/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Funza;3/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;8/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Arma De Fuego;Cundinamarca;Madrid;9/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;9/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;6/05/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;2/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;10/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Mosquera;10/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;12/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;11/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Madrid;12/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Mosquera;13/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;11/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;11/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;11/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Madrid;30/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;11/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Arma De Fuego;Cundinamarca;Funza;13/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Funza;11/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;14/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;13/05/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Mosquera;12/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;1/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;14/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;17/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;5/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;14/05/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;14/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;14/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;14/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;14/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;14/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;14/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;14/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;15/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;7/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;15/05/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;14/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;15/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Arma De Fuego;Cundinamarca;Madrid;15/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;15/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;14/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;15/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;25/04/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;13/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;16/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;16/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;16/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;16/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;16/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;16/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;17/05/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
No Reportado;Cundinamarca;Madrid;11/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Arma De Fuego;Cundinamarca;Mosquera;15/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;14/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;12/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;14/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;14/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;15/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
No Reportado;Cundinamarca;Mosquera;14/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;9/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;10/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;12/05/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;8/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;15/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;16/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;3/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;15/05/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;16/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;4/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;14/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;16/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;10/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;12/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;10/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Arma De Fuego;Cundinamarca;Madrid;12/05/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;13/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;8/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;9/05/2024;Masculino;Adolescentes;25286;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;10/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;6/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;7/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;6/05/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;30/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;5/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;13/05/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
No Reportado;Cundinamarca;Madrid;12/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;13/05/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Arma De Fuego;Cundinamarca;Mosquera;2/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;7/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
No Reportado;Cundinamarca;Mosquera;6/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;4/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;6/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;9/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;7/05/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;30/04/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;8/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;8/05/2024;Femenino;Adolescentes;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;5/05/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;3/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;6/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Funza;4/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;6/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Madrid;4/05/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;15/01/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;1;1
Sin Empleo De Armas;Cundinamarca;Funza;27/01/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;1;1
Sin Empleo De Armas;Cundinamarca;Funza;6/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;6/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;6/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;6/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Mosquera;5/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;3/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;8/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;9/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;27/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;7/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;2/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;6/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Arma De Fuego;Cundinamarca;Mosquera;6/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;5/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;8/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;6/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;26/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;7/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;5/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;4/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;29/04/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;4/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Arma De Fuego;Cundinamarca;Mosquera;6/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;30/04/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;4/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;4/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;3/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;4/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;3/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;6/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;1/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;5/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;27/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;2/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;7/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;16/02/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;2;1
No Reportado;Cundinamarca;Madrid;5/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;28/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Mosquera;2/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;3/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;30/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;1/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;2/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;2/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;30/04/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Mosquera;3/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;29/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;1/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;3/05/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;26/04/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;3/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Madrid;2/05/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;1/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;5/02/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;2;1
Arma De Fuego;Cundinamarca;Madrid;3/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Arma De Fuego;Cundinamarca;Mosquera;25/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;2/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;3/05/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Arma De Fuego;Cundinamarca;Funza;2/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Funza;3/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Contundentes;Cundinamarca;Funza;3/05/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;8/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Funza;29/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;30/04/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;29/04/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;6/03/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;29/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;15/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;29/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;2/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;28/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
