Armas_Medios;Departamento;Municipio;Fecha_Hecho;Genero;Edad_Persona;Codigo_Dane;Delitos;Mes;Cantidad
Sin Empleo De Armas;Cundinamarca;Mosquera;2/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;2/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;17/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;2/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;25/04/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;30/04/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;1/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;28/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;30/04/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;1/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;2/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;30/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
No Reportado;Cundinamarca;Madrid;28/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;30/04/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;29/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Madrid;1/05/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;2/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;2/05/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Madrid;2/05/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Mosquera;2/05/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;5;1
Sin Empleo De Armas;Cundinamarca;Funza;2/05/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;5;1
Arma De Fuego;Cundinamarca;Funza;29/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;27/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;28/04/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;26/04/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;18/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;26/04/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;23/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;20/04/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;19/04/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;27/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;27/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;27/04/2024;Masculino;Adolescentes;25286;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;28/04/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;28/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Funza;28/04/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Funza;24/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;29/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;25/04/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;28/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;28/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;27/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;24/04/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Madrid;26/04/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;29/04/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;22/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;30/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;26/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;30/04/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;23/04/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;29/04/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;6/02/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;2;1
Arma De Fuego;Cundinamarca;Mosquera;25/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;26/04/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;25/04/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;19/04/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;24/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;25/04/2024;Femenino;Menores;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;25/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;24/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;25/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;25/04/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;25/04/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;25/04/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;25/04/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;26/04/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;26/04/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Madrid;26/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;27/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Mosquera;29/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Mosquera;24/04/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;25/04/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;22/04/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;26/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;11/04/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;26/04/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;25/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;25/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;25/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;26/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;18/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;4/04/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;19/04/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;18/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;13/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
No Reportado;Cundinamarca;Madrid;15/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;22/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;19/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;17/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;16/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;16/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;22/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;19/04/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Madrid;19/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;24/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;23/04/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;23/04/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;23/04/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;22/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;20/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;19/04/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;23/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;23/04/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;21/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;21/04/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;1/03/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;19/04/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;2/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;19/04/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;19/04/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;17/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;21/04/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;19/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;22/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;17/04/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;22/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;22/04/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;23/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;23/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;23/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;23/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Mosquera;16/02/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;2;1
Arma De Fuego;Cundinamarca;Madrid;4/04/2024;Masculino;Adolescentes;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;8/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;9/04/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Mosquera;23/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;16/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Escopolamina;Cundinamarca;Funza;17/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Mosquera;19/04/2024;Masculino;Adolescentes;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;16/04/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;19/04/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;16/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;17/04/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;19/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;19/04/2024;Femenino;Adolescentes;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;19/04/2024;Masculino;Menores;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;2/03/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;19/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;19/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;21/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Madrid;21/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;20/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Mosquera;27/03/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;18/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Funza;16/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;1/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;18/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;8/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;17/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;16/04/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;19/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;16/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;10/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;18/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;19/03/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;20/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;15/04/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;11/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;15/04/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;16/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;12/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;11/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;15/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;18/04/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;16/04/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Contundentes;Cundinamarca;Funza;12/03/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;17/04/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;8/04/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;19/04/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;27/03/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;18/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;5/04/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;7/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;10/04/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;9/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;8/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Mosquera;12/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;14/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;15/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;6/03/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;13/04/2024;Masculino;Adolescentes;25286;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;14/04/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;15/04/2024;Femenino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;13/04/2024;Femenino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;7/03/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;13/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;4/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;14/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Mosquera;15/04/2024;Masculino;Adultos;25473;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;10/03/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;7/04/2024;Femenino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Arma De Fuego;Cundinamarca;Madrid;11/04/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Madrid;31/03/2024;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;11/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
Sin Empleo De Armas;Cundinamarca;Funza;6/04/2024;Masculino;Adultos;25286;Artículo 239. Hurto Personas;4;1
